THIx,THIy,KNEx,KNEy,TIBx,TIBy,knee angle
0.1953125,0.529891304347826,0.1828125,0.6277173913043478,0.1328125,0.720108695652174,3041
0.1953125,0.529891304347826,0.1828125,0.6277173913043478,0.1328125,0.720108695652174,3284
0.20625,0.5271739130434783,0.19375,0.6277173913043478,0.1421875,0.7146739130434783,3511
0.2125,0.5271739130434783,0.2,0.6277173913043478,0.1484375,0.7146739130434783,3722
0.21875,0.5271739130434783,0.20625,0.6277173913043478,0.1546875,0.7146739130434783,3916
0.225,0.5271739130434783,0.2140625,0.6277173913043478,0.1609375,0.7146739130434783,4093
0.2296875,0.5271739130434783,0.2203125,0.6277173913043478,0.1671875,0.7119565217391305,4252
0.2421875,0.5271739130434783,0.2328125,0.6277173913043478,0.18125,0.7119565217391305,4391
0.2484375,0.5271739130434783,0.240625,0.6277173913043478,0.1875,0.7119565217391305,4511
0.2546875,0.5271739130434783,0.246875,0.625,0.19375,0.7092391304347826,4610
0.2609375,0.5244565217391305,0.253125,0.625,0.2,0.7092391304347826,4690
0.265625,0.5244565217391305,0.259375,0.625,0.2078125,0.7065217391304348,4751
0.271875,0.5244565217391305,0.2671875,0.6222826086956522,0.2140625,0.7065217391304348,4794
0.284375,0.5217391304347826,0.2796875,0.6195652173913043,0.2296875,0.7065217391304348,4819
0.2890625,0.5190217391304348,0.2859375,0.6195652173913043,0.2375,0.7065217391304348,4828
0.2953125,0.5190217391304348,0.29375,0.6195652173913043,0.2453125,0.7038043478260869,4820
0.3015625,0.5190217391304348,0.3,0.6168478260869565,0.2515625,0.7038043478260869,4797
0.3078125,0.5163043478260869,0.30625,0.6168478260869565,0.259375,0.7038043478260869,4758
0.31875,0.5135869565217391,0.31875,0.6141304347826086,0.2734375,0.7038043478260869,4705
0.3234375,0.5135869565217391,0.325,0.6114130434782609,0.28125,0.7038043478260869,4637
0.328125,0.5108695652173914,0.33125,0.6086956521739131,0.2890625,0.7038043478260869,4555
0.3328125,0.5108695652173914,0.3375,0.6086956521739131,0.296875,0.7038043478260869,4461
0.3390625,0.5081521739130435,0.34375,0.6059782608695652,0.303125,0.7038043478260869,4355
0.346875,0.5054347826086957,0.3546875,0.6032608695652174,0.31875,0.7065217391304348,4239
0.3515625,0.5054347826086957,0.3609375,0.6032608695652174,0.325,0.7065217391304348,4114
0.3578125,0.5027173913043478,0.365625,0.6032608695652174,0.3328125,0.7065217391304348,3982
0.3609375,0.5027173913043478,0.3703125,0.6005434782608695,0.3390625,0.7065217391304348,3845
0.365625,0.5,0.375,0.6005434782608695,0.346875,0.7065217391304348,3704
0.3734375,0.5,0.3859375,0.5978260869565217,0.359375,0.7092391304347826,3561
0.3765625,0.49728260869565216,0.390625,0.595108695652174,0.365625,0.7092391304347826,3416
0.38125,0.49728260869565216,0.39375,0.595108695652174,0.371875,0.7092391304347826,3271
0.384375,0.49728260869565216,0.3984375,0.595108695652174,0.3796875,0.7092391304347826,3127
0.3890625,0.49728260869565216,0.403125,0.592391304347826,0.3859375,0.7092391304347826,2982
0.3953125,0.49728260869565216,0.4109375,0.592391304347826,0.3984375,0.7092391304347826,2839
0.3984375,0.49728260869565216,0.4140625,0.592391304347826,0.4046875,0.7092391304347826,2697
0.4015625,0.49728260869565216,0.41875,0.592391304347826,0.409375,0.7092391304347826,2556
0.40625,0.49728260869565216,0.421875,0.592391304347826,0.415625,0.7092391304347826,2418
0.4078125,0.49728260869565216,0.425,0.5896739130434783,0.4203125,0.7092391304347826,2283
0.4140625,0.49728260869565216,0.4328125,0.5896739130434783,0.43125,0.7092391304347826,2151
0.4171875,0.49728260869565216,0.4375,0.5896739130434783,0.4359375,0.7092391304347826,2023
0.421875,0.5,0.4390625,0.5896739130434783,0.440625,0.7092391304347826,1900
0.4234375,0.5,0.4421875,0.5896739130434783,0.446875,0.7092391304347826,1783
0.4265625,0.5,0.446875,0.5896739130434783,0.4515625,0.7092391304347826,1671
0.4328125,0.5,0.453125,0.5896739130434783,0.4609375,0.7092391304347826,1565
0.4359375,0.5027173913043478,0.45625,0.5896739130434783,0.4640625,0.7092391304347826,1467
0.4390625,0.5027173913043478,0.459375,0.592391304347826,0.46875,0.7092391304347826,1376
0.4421875,0.5027173913043478,0.4625,0.592391304347826,0.471875,0.7092391304347826,1294
0.4453125,0.5027173913043478,0.4640625,0.592391304347826,0.4765625,0.7092391304347826,1222
0.4515625,0.5054347826086957,0.4703125,0.592391304347826,0.484375,0.7092391304347826,1160
0.4546875,0.5054347826086957,0.4734375,0.592391304347826,0.4875,0.7092391304347826,1108
0.4578125,0.5081521739130435,0.4765625,0.592391304347826,0.490625,0.7092391304347826,1068
0.4609375,0.5081521739130435,0.4796875,0.592391304347826,0.49375,0.7092391304347826,1037
0.4640625,0.5081521739130435,0.4828125,0.595108695652174,0.496875,0.7092391304347826,1015
0.4703125,0.5081521739130435,0.4890625,0.595108695652174,0.503125,0.7092391304347826,1001
0.4734375,0.5081521739130435,0.4921875,0.595108695652174,0.50625,0.7119565217391305,994
0.4765625,0.5108695652173914,0.4953125,0.5978260869565217,0.509375,0.7119565217391305,990
0.4796875,0.5108695652173914,0.4984375,0.5978260869565217,0.5125,0.7119565217391305,990
0.4828125,0.5108695652173914,0.5015625,0.5978260869565217,0.515625,0.7119565217391305,992
0.4890625,0.5135869565217391,0.50625,0.6005434782608695,0.5203125,0.7146739130434783,995
0.4921875,0.5135869565217391,0.509375,0.6005434782608695,0.5234375,0.7146739130434783,999
0.496875,0.5163043478260869,0.5125,0.6005434782608695,0.5265625,0.7146739130434783,1007
0.5,0.5163043478260869,0.515625,0.6032608695652174,0.528125,0.717391304347826,1021
0.503125,0.5163043478260869,0.51875,0.6032608695652174,0.53125,0.717391304347826,1045
0.5109375,0.5190217391304348,0.525,0.6059782608695652,0.5359375,0.720108695652174,1083
0.5140625,0.5217391304347826,0.528125,0.6086956521739131,0.5375,0.7228260869565217,1142
0.5171875,0.5217391304347826,0.53125,0.6086956521739131,0.540625,0.7228260869565217,1223
0.521875,0.5217391304347826,0.534375,0.6114130434782609,0.5421875,0.7255434782608695,1330
0.525,0.5244565217391305,0.5375,0.6114130434782609,0.5453125,0.7255434782608695,1462
0.5328125,0.5244565217391305,0.5453125,0.6114130434782609,0.5515625,0.7255434782608695,1612
0.5375,0.5244565217391305,0.55,0.6114130434782609,0.55625,0.7228260869565217,1773
