frame,milisec,ASIx,ASIy,PSIx,PSIy,THIx,THIy,KNEx,KNEy,TIBx,TIBy,ANKx,ANKy,TOEx,TOEy,HEEx,HEEy,hip angle,knee angle,ankle angle
21,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
24,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
25,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
26,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
27,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
28,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
29,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
30,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
31,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
32,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
33,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
34,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
35,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
36,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
37,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
38,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
39,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
40,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
41,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
42,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
43,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
44,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
45,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
46,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
47,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
48,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
49,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
51,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
52,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
53,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
54,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
55,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
56,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
57,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
58,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
59,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
60,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
61,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
62,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
63,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
64,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
65,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
66,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
67,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
68,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
69,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
70,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
71,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
72,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
73,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
74,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
75,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
76,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
77,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
78,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
79,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
80,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
81,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
82,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
83,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
84,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
85,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
86,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
87,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
88,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
89,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
90,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
91,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
92,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
93,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
94,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
95,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
96,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
97,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
98,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
99,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
100,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
101,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
102,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
103,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
104,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
105,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
106,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
107,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
108,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
109,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
111,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
112,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
113,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
114,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
115,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
116,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
117,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
118,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
119,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
120,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
121,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
122,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
123,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
124,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
125,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
126,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
127,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
128,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
129,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
130,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
131,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
132,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
133,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
134,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
135,None,None,None,None,None,0.93515625,0.49027777777777776,0.934375,0.5944444444444444,0.9671875,0.6652777777777777,None,None,None,None,None,None,None,None,None
136,None,None,None,None,None,0.93515625,0.49027777777777776,0.934375,0.5944444444444444,0.9671875,0.6652777777777777,None,None,None,None,None,None,None,None,None
137,None,None,None,None,None,0.93046875,0.49027777777777776,0.9296875,0.5944444444444444,0.9625,0.6652777777777777,None,None,None,None,None,None,None,None,None
138,None,None,None,None,None,0.93046875,0.49027777777777776,0.9296875,0.5944444444444444,0.9625,0.6652777777777777,None,None,None,None,None,None,None,None,None
139,None,None,None,None,None,0.9265625,0.49027777777777776,0.925,0.5944444444444444,0.95703125,0.6652777777777777,None,None,None,None,None,None,None,None,None
140,None,None,None,None,None,0.9265625,0.49027777777777776,0.925,0.5944444444444444,0.95703125,0.6652777777777777,None,None,None,None,None,None,None,None,None
141,None,None,None,None,None,0.92265625,0.4888888888888889,0.9203125,0.5944444444444444,0.95234375,0.6652777777777777,None,None,None,None,None,None,None,None,None
142,None,None,None,None,None,0.92265625,0.4888888888888889,0.9203125,0.5944444444444444,0.95234375,0.6652777777777777,None,None,None,None,None,None,None,None,None
143,None,None,None,None,None,0.91875,0.4888888888888889,0.91640625,0.5944444444444444,0.94765625,0.6652777777777777,None,None,None,None,None,None,None,None,None
144,None,None,None,None,None,0.91875,0.4875,0.91640625,0.5944444444444444,0.94765625,0.6652777777777777,None,None,None,None,None,None,None,None,None
145,None,None,None,None,None,0.915625,0.4875,0.91171875,0.5930555555555556,0.9421875,0.6638888888888889,None,None,None,None,None,None,None,None,None
146,None,None,None,None,None,0.915625,0.4875,0.91171875,0.5930555555555556,0.9421875,0.6638888888888889,None,None,None,None,None,None,None,None,None
147,None,None,None,None,None,0.91171875,0.4861111111111111,0.90625,0.5930555555555556,0.9375,0.6638888888888889,None,None,None,None,None,None,None,None,None
148,None,None,None,None,None,0.91171875,0.4861111111111111,0.90625,0.5930555555555556,0.9375,0.6638888888888889,None,None,None,None,None,None,None,None,None
149,None,None,None,None,None,0.9078125,0.4861111111111111,0.90234375,0.5916666666666667,0.93203125,0.6625,None,None,None,None,None,None,None,None,None
150,None,None,None,None,None,0.9078125,0.4861111111111111,0.90234375,0.5916666666666667,0.93203125,0.6625,None,None,None,None,None,None,None,None,None
151,None,None,None,None,None,0.90390625,0.4847222222222222,0.89765625,0.5916666666666667,0.9265625,0.6625,None,None,None,None,None,None,None,None,None
152,None,None,None,None,None,0.90390625,0.4847222222222222,0.89765625,0.5916666666666667,0.9265625,0.6625,None,None,None,None,None,None,None,None,None
153,None,None,None,None,None,0.9,0.4847222222222222,0.89296875,0.5902777777777778,0.92109375,0.6625,None,None,None,None,None,None,None,None,None
154,None,None,None,None,None,0.9,0.4847222222222222,0.89296875,0.5902777777777778,0.92109375,0.6625,None,None,None,None,None,None,None,None,None
155,None,None,None,None,None,0.896875,0.4847222222222222,0.88828125,0.5902777777777778,0.915625,0.6638888888888889,None,None,None,None,None,None,None,None,None
156,None,None,None,None,None,0.896875,0.4847222222222222,0.88828125,0.5902777777777778,0.915625,0.6638888888888889,None,None,None,None,None,None,None,None,None
157,None,None,None,None,None,0.89296875,0.48333333333333334,0.88359375,0.5888888888888889,0.91015625,0.6638888888888889,None,None,None,None,None,None,None,None,None
158,None,None,None,None,None,0.89296875,0.48333333333333334,0.88359375,0.5888888888888889,0.91015625,0.6638888888888889,None,None,None,None,None,None,None,None,None
159,None,None,None,None,None,0.8890625,0.48333333333333334,0.87890625,0.5888888888888889,0.9046875,0.6638888888888889,None,None,None,None,None,None,None,None,None
160,None,None,None,None,None,0.8890625,0.48333333333333334,0.87890625,0.5888888888888889,0.9046875,0.6638888888888889,None,None,None,None,None,None,None,None,None
161,None,None,None,None,None,0.88515625,0.48194444444444445,0.87421875,0.5888888888888889,0.89921875,0.6638888888888889,None,None,None,None,None,None,None,None,None
162,None,None,None,None,None,0.88515625,0.48194444444444445,0.87421875,0.5888888888888889,0.89921875,0.6638888888888889,None,None,None,None,None,None,None,None,None
163,None,None,None,None,None,0.88203125,0.48194444444444445,0.86953125,0.5875,0.89375,0.6638888888888889,None,None,None,None,None,None,None,None,None
164,None,None,None,None,None,0.88203125,0.48194444444444445,0.86953125,0.5875,0.89375,0.6638888888888889,None,None,None,None,None,None,None,None,None
165,None,None,None,None,None,0.87890625,0.48055555555555557,0.86484375,0.5861111111111111,0.88828125,0.6638888888888889,None,None,None,None,None,None,None,None,None
166,None,None,None,None,None,0.87890625,0.48055555555555557,0.86484375,0.5861111111111111,0.88828125,0.6638888888888889,None,None,None,None,None,None,None,None,None
167,None,None,None,None,None,0.875,0.48055555555555557,0.86015625,0.5861111111111111,0.8828125,0.6638888888888889,None,None,None,None,None,None,None,None,None
168,None,None,None,None,None,0.875,0.48055555555555557,0.86015625,0.5861111111111111,0.8828125,0.6638888888888889,None,None,None,None,None,None,None,None,None
169,None,None,None,None,None,0.871875,0.48055555555555557,0.85625,0.5847222222222223,0.8765625,0.6652777777777777,None,None,None,None,None,None,None,None,None
170,None,None,None,None,None,0.871875,0.48055555555555557,0.85625,0.5847222222222223,0.8765625,0.6652777777777777,None,None,None,None,None,None,None,None,None
171,None,None,None,None,None,0.86796875,0.4791666666666667,0.85078125,0.5847222222222223,0.87109375,0.6652777777777777,None,None,None,None,None,None,None,None,None
172,None,None,None,None,None,0.86796875,0.4791666666666667,0.85078125,0.5847222222222223,0.87109375,0.6652777777777777,None,None,None,None,None,None,None,None,None
173,None,None,None,None,None,0.86484375,0.4791666666666667,0.846875,0.5833333333333334,0.865625,0.6652777777777777,None,None,None,None,None,None,None,None,None
174,None,None,None,None,None,0.86484375,0.4791666666666667,0.846875,0.5833333333333334,0.865625,0.6652777777777777,None,None,None,None,None,None,None,None,None
175,None,None,None,None,None,0.86171875,0.4791666666666667,0.8421875,0.5833333333333334,0.86015625,0.6652777777777777,None,None,None,None,None,None,None,None,None
176,None,None,None,None,None,0.86171875,0.4791666666666667,0.8421875,0.5833333333333334,0.86015625,0.6652777777777777,None,None,None,None,None,None,None,None,None
177,None,None,None,None,None,0.85859375,0.4791666666666667,0.83828125,0.5819444444444445,0.8546875,0.6666666666666666,None,None,None,None,None,None,None,None,None
178,None,None,None,None,None,0.85859375,0.4791666666666667,0.83828125,0.5819444444444445,0.8546875,0.6666666666666666,None,None,None,None,None,None,None,None,None
179,None,None,None,None,None,0.8546875,0.4777777777777778,0.83359375,0.5819444444444445,0.84921875,0.6680555555555555,None,None,None,None,None,None,None,None,None
180,None,None,None,None,None,0.8546875,0.4777777777777778,0.83359375,0.5819444444444445,0.84921875,0.6680555555555555,None,None,None,None,None,None,None,None,None
181,None,None,None,None,None,0.8515625,0.4777777777777778,0.8296875,0.5805555555555556,0.84375,0.6680555555555555,None,None,None,None,None,None,None,None,None
182,None,None,None,None,None,0.8515625,0.4777777777777778,0.8296875,0.5805555555555556,0.84375,0.6680555555555555,None,None,None,None,None,None,None,None,None
183,None,None,None,None,None,0.8484375,0.4777777777777778,0.825,0.5805555555555556,0.83828125,0.6680555555555555,None,None,None,None,None,None,None,None,None
184,None,None,None,None,None,0.8484375,0.4777777777777778,0.825,0.5805555555555556,0.83828125,0.6680555555555555,None,None,None,None,None,None,None,None,None
185,None,None,None,None,None,0.8453125,0.4777777777777778,0.82109375,0.5791666666666667,0.8328125,0.6694444444444444,None,None,None,None,None,None,None,None,None
186,None,None,None,None,None,0.8453125,0.4777777777777778,0.82109375,0.5791666666666667,0.8328125,0.6694444444444444,None,None,None,None,None,None,None,None,None
187,None,None,None,None,None,0.8421875,0.4777777777777778,0.8171875,0.5791666666666667,0.82734375,0.6708333333333333,None,None,None,None,None,None,None,None,None
188,None,None,None,None,None,0.8421875,0.4777777777777778,0.8171875,0.5791666666666667,0.82734375,0.6708333333333333,None,None,None,None,None,None,None,None,None
189,None,None,None,None,None,0.8390625,0.4777777777777778,0.81328125,0.5777777777777777,0.821875,0.6708333333333333,None,None,None,None,None,None,None,None,None
190,None,None,None,None,None,0.8390625,0.4777777777777778,0.81328125,0.5777777777777777,0.821875,0.6708333333333333,None,None,None,None,None,None,None,None,None
191,None,None,None,None,None,0.8359375,0.4777777777777778,0.809375,0.5777777777777777,0.81640625,0.6722222222222223,None,None,None,None,None,None,None,None,None
192,None,None,None,None,None,0.8359375,0.4777777777777778,0.809375,0.5777777777777777,0.81640625,0.6722222222222223,None,None,None,None,None,None,None,None,None
193,None,None,None,None,None,0.8328125,0.4777777777777778,0.8046875,0.5777777777777777,0.8109375,0.6722222222222223,None,None,None,None,None,None,None,None,None
194,None,None,None,None,None,0.8328125,0.4777777777777778,0.8046875,0.5777777777777777,0.8109375,0.6722222222222223,None,None,None,None,None,None,None,None,None
195,None,None,None,None,None,0.8296875,0.4777777777777778,0.8015625,0.5777777777777777,0.80546875,0.6736111111111112,None,None,None,None,None,None,None,None,None
196,None,None,None,None,None,0.8296875,0.4777777777777778,0.8015625,0.5777777777777777,0.80546875,0.6736111111111112,None,None,None,None,None,None,None,None,None
197,None,None,None,None,None,0.8265625,0.4777777777777778,0.79765625,0.5777777777777777,0.80078125,0.6736111111111112,None,None,None,None,None,None,None,None,None
198,None,None,None,None,None,0.8265625,0.4777777777777778,0.79765625,0.5777777777777777,0.80078125,0.6736111111111112,None,None,None,None,None,None,None,None,None
199,None,None,None,None,None,0.8234375,0.4777777777777778,0.79375,0.5777777777777777,0.7953125,0.6736111111111112,None,None,None,None,None,None,None,None,None
200,None,None,None,None,None,0.8234375,0.4777777777777778,0.79375,0.5777777777777777,0.7953125,0.6736111111111112,None,None,None,None,None,None,None,None,None
201,None,None,None,None,None,0.8203125,0.4777777777777778,0.78984375,0.5777777777777777,0.790625,0.675,None,None,None,None,None,None,None,None,None
202,None,None,None,None,None,0.8203125,0.4777777777777778,0.78984375,0.5777777777777777,0.790625,0.675,None,None,None,None,None,None,None,None,None
203,None,None,None,None,None,0.8171875,0.4791666666666667,0.78671875,0.5777777777777777,0.7859375,0.675,None,None,None,None,None,None,None,None,None
204,None,None,None,None,None,0.8171875,0.4791666666666667,0.78671875,0.5777777777777777,0.7859375,0.675,None,None,None,None,None,None,None,None,None
205,None,None,None,None,None,0.8140625,0.4791666666666667,0.7828125,0.5777777777777777,0.78046875,0.6763888888888889,None,None,None,None,None,None,None,None,None
206,None,None,None,None,None,0.8140625,0.4791666666666667,0.7828125,0.5777777777777777,0.78046875,0.6763888888888889,None,None,None,None,None,None,None,None,None
207,None,None,None,None,None,0.81171875,0.4791666666666667,0.7796875,0.5777777777777777,0.7765625,0.6763888888888889,None,None,None,None,None,None,None,None,None
208,None,None,None,None,None,0.81171875,0.4791666666666667,0.7796875,0.5777777777777777,0.7765625,0.6763888888888889,None,None,None,None,None,None,None,None,None
209,None,None,None,None,None,0.80859375,0.4791666666666667,0.7765625,0.5777777777777777,0.771875,0.6763888888888889,None,None,None,None,None,None,None,None,None
210,None,None,None,None,None,0.80859375,0.4791666666666667,0.7765625,0.5777777777777777,0.771875,0.6763888888888889,None,None,None,None,None,None,None,None,None
211,None,None,None,None,None,0.80546875,0.48055555555555557,0.7734375,0.5777777777777777,0.7671875,0.6763888888888889,None,None,None,None,None,None,None,None,None
212,None,None,None,None,None,0.80546875,0.48055555555555557,0.7734375,0.5777777777777777,0.7671875,0.6763888888888889,None,None,None,None,None,None,None,None,None
213,None,None,None,None,None,0.80234375,0.48055555555555557,0.7703125,0.5777777777777777,0.76328125,0.6763888888888889,None,None,None,None,None,None,None,None,None
214,None,None,None,None,None,0.80234375,0.48055555555555557,0.7703125,0.5777777777777777,0.76328125,0.6763888888888889,None,None,None,None,None,None,None,None,None
215,None,None,None,None,None,0.8,0.48055555555555557,0.7671875,0.5777777777777777,0.75859375,0.6763888888888889,None,None,None,None,None,None,None,None,None
216,None,None,None,None,None,0.8,0.48055555555555557,0.7671875,0.5777777777777777,0.75859375,0.6763888888888889,None,None,None,None,None,None,None,None,None
217,None,None,None,None,None,0.796875,0.48194444444444445,0.7640625,0.5791666666666667,0.7546875,0.6763888888888889,None,None,None,None,None,None,None,None,None
218,None,None,None,None,None,0.796875,0.48194444444444445,0.7640625,0.5791666666666667,0.7546875,0.6763888888888889,None,None,None,None,None,None,None,None,None
219,None,None,None,None,None,0.79375,0.48194444444444445,0.7609375,0.5791666666666667,0.75078125,0.6777777777777778,None,None,None,None,None,None,None,None,None
220,None,None,None,None,None,0.79375,0.48194444444444445,0.7609375,0.5791666666666667,0.75078125,0.6777777777777778,None,None,None,None,None,None,None,None,None
221,None,None,None,None,None,0.79140625,0.48333333333333334,0.75859375,0.5791666666666667,0.746875,0.6777777777777778,None,None,None,None,None,None,None,None,None
222,None,None,None,None,None,0.79140625,0.48333333333333334,0.75859375,0.5791666666666667,0.746875,0.6777777777777778,None,None,None,None,None,None,None,None,None
223,None,None,None,None,None,0.78828125,0.48333333333333334,0.75546875,0.5805555555555556,0.74296875,0.6791666666666667,None,None,None,None,None,None,None,None,None
224,None,None,None,None,None,0.78828125,0.48333333333333334,0.75546875,0.5805555555555556,0.74296875,0.6791666666666667,None,None,None,None,None,None,None,None,None
225,None,None,None,None,None,0.7859375,0.4847222222222222,0.75234375,0.5805555555555556,0.7390625,0.6791666666666667,None,None,None,None,None,None,None,None,None
226,None,None,None,None,None,0.7859375,0.4847222222222222,0.75234375,0.5805555555555556,0.7390625,0.6791666666666667,None,None,None,None,None,None,None,None,None
227,None,None,None,None,None,0.7828125,0.4861111111111111,0.75,0.5805555555555556,0.7359375,0.6791666666666667,None,None,None,None,None,None,None,None,None
228,None,None,None,None,None,0.7828125,0.4861111111111111,0.75,0.5805555555555556,0.7359375,0.6791666666666667,None,None,None,None,None,None,None,None,None
229,None,None,None,None,None,0.7796875,0.4861111111111111,0.746875,0.5819444444444445,0.73203125,0.6791666666666667,None,None,None,None,None,None,None,None,None
230,None,None,None,None,None,0.7796875,0.4861111111111111,0.746875,0.5819444444444445,0.73203125,0.6791666666666667,None,None,None,None,None,None,None,None,None
231,None,None,None,None,None,0.7765625,0.4875,0.74375,0.5819444444444445,0.728125,0.6791666666666667,None,None,None,None,None,None,None,None,None
232,None,None,None,None,None,0.7765625,0.4875,0.74375,0.5819444444444445,0.728125,0.6791666666666667,None,None,None,None,None,None,None,None,None
233,None,None,None,None,None,0.7734375,0.4875,0.740625,0.5819444444444445,0.725,0.6791666666666667,None,None,None,None,None,None,None,None,None
234,None,None,None,None,None,0.7734375,0.4875,0.740625,0.5819444444444445,0.725,0.6791666666666667,None,None,None,None,None,None,None,None,None
235,None,None,None,None,None,0.77109375,0.4888888888888889,0.7375,0.5833333333333334,0.72109375,0.6791666666666667,None,None,None,None,None,None,None,None,None
236,None,None,None,None,None,0.77109375,0.4888888888888889,0.7375,0.5833333333333334,0.72109375,0.6791666666666667,None,None,None,None,None,None,None,None,None
237,None,None,None,None,None,0.76796875,0.4888888888888889,0.734375,0.5833333333333334,0.71796875,0.6791666666666667,None,None,None,None,None,None,None,None,None
238,None,None,None,None,None,0.76796875,0.4888888888888889,0.734375,0.5833333333333334,0.71796875,0.6791666666666667,None,None,None,None,None,None,None,None,None
239,None,None,None,None,None,0.76484375,0.49027777777777776,0.73125,0.5833333333333334,0.71484375,0.6805555555555556,None,None,None,None,None,None,None,None,None
240,None,None,None,None,None,0.76484375,0.49027777777777776,0.73125,0.5833333333333334,0.71484375,0.6805555555555556,None,None,None,None,None,None,None,None,None
241,None,None,None,None,None,0.76171875,0.49027777777777776,0.728125,0.5833333333333334,0.71171875,0.6805555555555556,None,None,None,None,None,None,None,None,None
242,None,None,None,None,None,0.76171875,0.49027777777777776,0.728125,0.5833333333333334,0.71171875,0.6805555555555556,None,None,None,None,None,None,None,None,None
243,None,None,None,None,None,0.75859375,0.49027777777777776,0.725,0.5847222222222223,0.70859375,0.6805555555555556,None,None,None,None,None,None,None,None,None
244,None,None,None,None,None,0.75859375,0.49027777777777776,0.725,0.5847222222222223,0.70859375,0.6805555555555556,None,None,None,None,None,None,None,None,None
