frame,milisec,ASIx,ASIy,PSIx,PSIy,THIx,THIy,KNEx,KNEy,TIBx,TIBy,ANKx,ANKy,TOEx,TOEy,HEEx,HEEy,hip angle,knee angle,ankle angle
237,None,None,None,None,None,0.70703125,0.5013888888888889,0.6734375,0.5958333333333333,0.66015625,0.6958333333333333,None,None,None,None,None,None,None,None,None
238,None,None,None,None,None,0.703125,0.5013888888888889,0.66953125,0.5944444444444444,0.65703125,0.6958333333333333,None,None,None,None,None,None,None,None,None
239,None,None,None,None,None,0.703125,0.5013888888888889,0.66953125,0.5944444444444444,0.65703125,0.6958333333333333,None,None,None,None,None,None,None,None,None
240,None,None,None,None,None,0.7,0.5,0.665625,0.5944444444444444,0.65390625,0.6958333333333333,None,None,None,None,None,None,None,None,None
241,None,None,None,None,None,0.7,0.5,0.665625,0.5944444444444444,0.65390625,0.6958333333333333,None,None,None,None,None,None,None,None,None
242,None,None,None,None,None,0.69609375,0.5,0.6625,0.5944444444444444,0.65078125,0.6958333333333333,None,None,None,None,None,None,None,None,None
243,None,None,None,None,None,0.69609375,0.5,0.6625,0.5944444444444444,0.65078125,0.6958333333333333,None,None,None,None,None,None,None,None,None
244,None,None,None,None,None,0.69296875,0.5,0.65859375,0.5944444444444444,0.64921875,0.6972222222222222,None,None,None,None,None,None,None,None,None
245,None,None,None,None,None,0.69296875,0.5,0.65859375,0.5944444444444444,0.64921875,0.6972222222222222,None,None,None,None,None,None,None,None,None
246,None,None,None,None,None,0.6890625,0.4986111111111111,0.65625,0.5944444444444444,0.646875,0.6972222222222222,None,None,None,None,None,None,None,None,None
247,None,None,None,None,None,0.6890625,0.4986111111111111,0.65625,0.5944444444444444,0.646875,0.6972222222222222,None,None,None,None,None,None,None,None,None
248,None,None,None,None,None,0.6859375,0.4986111111111111,0.65390625,0.5944444444444444,0.6453125,0.6972222222222222,None,None,None,None,None,None,None,None,None
249,None,None,None,None,None,0.6859375,0.4986111111111111,0.65390625,0.5944444444444444,0.6453125,0.6972222222222222,None,None,None,None,None,None,None,None,None
250,None,None,None,None,None,0.68359375,0.4986111111111111,0.6515625,0.5944444444444444,0.64453125,0.6972222222222222,None,None,None,None,None,None,None,None,None
251,None,None,None,None,None,0.68359375,0.4986111111111111,0.6515625,0.5944444444444444,0.64453125,0.6972222222222222,None,None,None,None,None,None,None,None,None
252,None,None,None,None,None,0.68046875,0.4986111111111111,0.65,0.5958333333333333,0.64296875,0.6972222222222222,None,None,None,None,None,None,None,None,None
253,None,None,None,None,None,0.68046875,0.4986111111111111,0.65,0.5958333333333333,0.64296875,0.6972222222222222,None,None,None,None,None,None,None,None,None
254,None,None,None,None,None,0.678125,0.4986111111111111,0.6484375,0.5958333333333333,0.64140625,0.6972222222222222,None,None,None,None,None,None,None,None,None
255,None,None,None,None,None,0.678125,0.4986111111111111,0.6484375,0.5958333333333333,0.64140625,0.6972222222222222,None,None,None,None,None,None,None,None,None
256,None,None,None,None,None,0.67578125,0.4986111111111111,0.646875,0.5958333333333333,0.63984375,0.6972222222222222,None,None,None,None,None,None,None,None,None
257,None,None,None,None,None,0.67578125,0.4986111111111111,0.646875,0.5958333333333333,0.63984375,0.6972222222222222,None,None,None,None,None,None,None,None,None
258,None,None,None,None,None,0.67421875,0.4986111111111111,0.6453125,0.5972222222222222,0.6390625,0.6972222222222222,None,None,None,None,None,None,None,None,None
259,None,None,None,None,None,0.67421875,0.4986111111111111,0.6453125,0.5972222222222222,0.6390625,0.6972222222222222,None,None,None,None,None,None,None,None,None
260,None,None,None,None,None,0.671875,0.4986111111111111,0.64296875,0.5972222222222222,0.6375,0.6972222222222222,None,None,None,None,None,None,None,None,None
261,None,None,None,None,None,0.671875,0.4986111111111111,0.64296875,0.5972222222222222,0.6375,0.6972222222222222,None,None,None,None,None,None,None,None,None
262,None,None,None,None,None,0.6703125,0.49722222222222223,0.64140625,0.5972222222222222,0.63671875,0.6972222222222222,None,None,None,None,None,None,None,None,None
263,None,None,None,None,None,0.6703125,0.49722222222222223,0.64140625,0.5972222222222222,0.63671875,0.6972222222222222,None,None,None,None,None,None,None,None,None
264,None,None,None,None,None,0.66796875,0.49722222222222223,0.63984375,0.5972222222222222,0.63515625,0.6972222222222222,None,None,None,None,None,None,None,None,None
265,None,None,None,None,None,0.66796875,0.49722222222222223,0.63984375,0.5972222222222222,0.63515625,0.6972222222222222,None,None,None,None,None,None,None,None,None
266,None,None,None,None,None,0.665625,0.49722222222222223,0.63828125,0.5958333333333333,0.634375,0.6972222222222222,None,None,None,None,None,None,None,None,None
267,None,None,None,None,None,0.665625,0.49722222222222223,0.63828125,0.5958333333333333,0.634375,0.6972222222222222,None,None,None,None,None,None,None,None,None
268,None,None,None,None,None,0.66328125,0.49583333333333335,0.63671875,0.5958333333333333,0.63359375,0.6972222222222222,None,None,None,None,None,None,None,None,None
269,None,None,None,None,None,0.66328125,0.49583333333333335,0.63671875,0.5958333333333333,0.63359375,0.6972222222222222,None,None,None,None,None,None,None,None,None
270,None,None,None,None,None,0.6609375,0.49583333333333335,0.63515625,0.5958333333333333,0.6328125,0.6972222222222222,None,None,None,None,None,None,None,None,None
271,None,None,None,None,None,0.6609375,0.49583333333333335,0.63515625,0.5958333333333333,0.6328125,0.6972222222222222,None,None,None,None,None,None,None,None,None
272,None,None,None,None,None,0.65859375,0.49444444444444446,0.63359375,0.5958333333333333,0.63203125,0.6972222222222222,None,None,None,None,None,None,None,None,None
273,None,None,None,None,None,0.65859375,0.49444444444444446,0.63359375,0.5958333333333333,0.63203125,0.6972222222222222,None,None,None,None,None,None,None,None,None
274,None,None,None,None,None,0.65625,0.49444444444444446,0.63203125,0.5958333333333333,0.63125,0.6986111111111111,None,None,None,None,None,None,None,None,None
275,None,None,None,None,None,0.65625,0.49444444444444446,0.63203125,0.5958333333333333,0.63125,0.6986111111111111,None,None,None,None,None,None,None,None,None
276,None,None,None,None,None,0.65390625,0.49444444444444446,0.63125,0.5958333333333333,0.63046875,0.6986111111111111,None,None,None,None,None,None,None,None,None
277,None,None,None,None,None,0.65390625,0.49444444444444446,0.63125,0.5958333333333333,0.63046875,0.6986111111111111,None,None,None,None,None,None,None,None,None
278,None,None,None,None,None,0.6515625,0.49583333333333335,0.63046875,0.5958333333333333,0.6296875,0.6986111111111111,None,None,None,None,None,None,None,None,None
279,None,None,None,None,None,0.6515625,0.49583333333333335,0.63046875,0.5958333333333333,0.6296875,0.6986111111111111,None,None,None,None,None,None,None,None,None
280,None,None,None,None,None,0.65,0.49583333333333335,0.62890625,0.5958333333333333,0.62890625,0.6986111111111111,None,None,None,None,None,None,None,None,None
281,None,None,None,None,None,0.65,0.49583333333333335,0.62890625,0.5958333333333333,0.62890625,0.6986111111111111,None,None,None,None,None,None,None,None,None
282,None,None,None,None,None,0.64921875,0.49722222222222223,0.62890625,0.5958333333333333,0.628125,0.6986111111111111,None,None,None,None,None,None,None,None,None
283,None,None,None,None,None,0.64921875,0.49722222222222223,0.62890625,0.5958333333333333,0.628125,0.6986111111111111,None,None,None,None,None,None,None,None,None
284,None,None,None,None,None,0.64765625,0.4930555555555556,0.62734375,0.5958333333333333,0.62734375,0.6986111111111111,None,None,None,None,None,None,None,None,None
285,None,None,None,None,None,0.64765625,0.4930555555555556,0.62734375,0.5958333333333333,0.62734375,0.6986111111111111,None,None,None,None,None,None,None,None,None
286,None,None,None,None,None,0.64609375,0.4930555555555556,0.6265625,0.5958333333333333,0.62734375,0.6986111111111111,None,None,None,None,None,None,None,None,None
287,None,None,None,None,None,0.64609375,0.4930555555555556,0.6265625,0.5958333333333333,0.6265625,0.6986111111111111,None,None,None,None,None,None,None,None,None
288,None,None,None,None,None,0.64453125,0.4930555555555556,0.62578125,0.5958333333333333,0.6265625,0.6986111111111111,None,None,None,None,None,None,None,None,None
289,None,None,None,None,None,0.64453125,0.4930555555555556,0.62578125,0.5958333333333333,0.6265625,0.6986111111111111,None,None,None,None,None,None,None,None,None
290,None,None,None,None,None,0.64453125,0.4930555555555556,0.62578125,0.5958333333333333,0.6265625,0.6986111111111111,None,None,None,None,None,None,None,None,None
291,None,None,None,None,None,0.64375,0.4930555555555556,0.625,0.5958333333333333,0.6265625,0.6986111111111111,None,None,None,None,None,None,None,None,None
292,None,None,None,None,None,0.6421875,0.4930555555555556,0.62421875,0.5958333333333333,0.6265625,0.6986111111111111,None,None,None,None,None,None,None,None,None
293,None,None,None,None,None,0.6421875,0.4930555555555556,0.62421875,0.5958333333333333,0.62578125,0.6986111111111111,None,None,None,None,None,None,None,None,None
294,None,None,None,None,None,0.640625,0.49166666666666664,0.6234375,0.5972222222222222,0.62578125,0.6986111111111111,None,None,None,None,None,None,None,None,None
295,None,None,None,None,None,0.640625,0.49166666666666664,0.6234375,0.5972222222222222,0.62578125,0.6986111111111111,None,None,None,None,None,None,None,None,None
296,None,None,None,None,None,0.640625,0.49166666666666664,0.6234375,0.5972222222222222,0.62578125,0.6986111111111111,None,None,None,None,None,None,None,None,None
297,None,None,None,None,None,0.6390625,0.49166666666666664,0.62265625,0.5958333333333333,0.62578125,0.6986111111111111,None,None,None,None,None,None,None,None,None
298,None,None,None,None,None,0.6375,0.49166666666666664,0.621875,0.5958333333333333,0.62578125,0.6986111111111111,None,None,None,None,None,None,None,None,None
299,None,None,None,None,None,0.6375,0.49166666666666664,0.621875,0.5958333333333333,0.62578125,0.6986111111111111,None,None,None,None,None,None,None,None,None
300,None,None,None,None,None,0.6359375,0.49166666666666664,0.62109375,0.5958333333333333,0.625,0.6986111111111111,None,None,None,None,None,None,None,None,None
301,None,None,None,None,None,0.6359375,0.49166666666666664,0.62109375,0.5958333333333333,0.625,0.6986111111111111,None,None,None,None,None,None,None,None,None
302,None,None,None,None,None,0.6359375,0.49166666666666664,0.62109375,0.5958333333333333,0.625,0.6986111111111111,None,None,None,None,None,None,None,None,None
303,None,None,None,None,None,0.634375,0.49166666666666664,0.6203125,0.5958333333333333,0.625,0.6986111111111111,None,None,None,None,None,None,None,None,None
304,None,None,None,None,None,0.6328125,0.49166666666666664,0.61953125,0.5958333333333333,0.62421875,0.6986111111111111,None,None,None,None,None,None,None,None,None
305,None,None,None,None,None,0.6328125,0.49166666666666664,0.61953125,0.5958333333333333,0.62421875,0.6986111111111111,None,None,None,None,None,None,None,None,None
306,None,None,None,None,None,0.6328125,0.49166666666666664,0.61953125,0.5958333333333333,0.62421875,0.6986111111111111,None,None,None,None,None,None,None,None,None
307,None,None,None,None,None,0.63125,0.49027777777777776,0.61875,0.5958333333333333,0.62421875,0.6986111111111111,None,None,None,None,None,None,None,None,None
308,None,None,None,None,None,0.63125,0.49027777777777776,0.61875,0.5958333333333333,0.6234375,0.6986111111111111,None,None,None,None,None,None,None,None,None
309,None,None,None,None,None,0.6296875,0.49166666666666664,0.6171875,0.5958333333333333,0.6234375,0.6986111111111111,None,None,None,None,None,None,None,None,None
310,None,None,None,None,None,0.62734375,0.49027777777777776,0.61640625,0.5958333333333333,0.62265625,0.6986111111111111,None,None,None,None,None,None,None,None,None
311,None,None,None,None,None,0.62734375,0.49027777777777776,0.61640625,0.5958333333333333,0.62265625,0.6986111111111111,None,None,None,None,None,None,None,None,None
312,None,None,None,None,None,0.62734375,0.49027777777777776,0.61640625,0.5958333333333333,0.62265625,0.6986111111111111,None,None,None,None,None,None,None,None,None
313,None,None,None,None,None,0.62578125,0.49027777777777776,0.615625,0.5972222222222222,0.621875,0.6986111111111111,None,None,None,None,None,None,None,None,None
314,None,None,None,None,None,0.62578125,0.49027777777777776,0.615625,0.5972222222222222,0.621875,0.6986111111111111,None,None,None,None,None,None,None,None,None
315,None,None,None,None,None,0.6234375,0.49027777777777776,0.61484375,0.5972222222222222,0.62109375,0.6986111111111111,None,None,None,None,None,None,None,None,None
316,None,None,None,None,None,0.621875,0.49027777777777776,0.61328125,0.5972222222222222,0.6203125,0.6986111111111111,None,None,None,None,None,None,None,None,None
317,None,None,None,None,None,0.621875,0.49027777777777776,0.61328125,0.5972222222222222,0.6203125,0.6986111111111111,None,None,None,None,None,None,None,None,None
318,None,None,None,None,None,0.621875,0.49027777777777776,0.61328125,0.5972222222222222,0.6203125,0.6986111111111111,None,None,None,None,None,None,None,None,None
319,None,None,None,None,None,0.61953125,0.49027777777777776,0.61171875,0.5972222222222222,0.61953125,0.6986111111111111,None,None,None,None,None,None,None,None,None
320,None,None,None,None,None,0.61953125,0.49027777777777776,0.61171875,0.5972222222222222,0.61953125,0.6986111111111111,None,None,None,None,None,None,None,None,None
321,None,None,None,None,None,0.6171875,0.49027777777777776,0.6109375,0.5972222222222222,0.61875,0.6986111111111111,None,None,None,None,None,None,None,None,None
322,None,None,None,None,None,0.6171875,0.49027777777777776,0.6109375,0.5972222222222222,0.61875,0.6986111111111111,None,None,None,None,None,None,None,None,None
323,None,None,None,None,None,0.615625,0.49166666666666664,0.609375,0.5972222222222222,0.61796875,0.6986111111111111,None,None,None,None,None,None,None,None,None
324,None,None,None,None,None,0.615625,0.49166666666666664,0.609375,0.5972222222222222,0.61796875,0.6986111111111111,None,None,None,None,None,None,None,None,None
325,None,None,None,None,None,0.61328125,0.49166666666666664,0.6078125,0.5972222222222222,0.6171875,0.6986111111111111,None,None,None,None,None,None,None,None,None
326,None,None,None,None,None,0.61328125,0.49166666666666664,0.6078125,0.5972222222222222,0.6171875,0.6986111111111111,None,None,None,None,None,None,None,None,None
327,None,None,None,None,None,0.6109375,0.49166666666666664,0.60625,0.5972222222222222,0.615625,0.6986111111111111,None,None,None,None,None,None,None,None,None
328,None,None,None,None,None,0.6109375,0.49166666666666664,0.60625,0.5972222222222222,0.615625,0.6986111111111111,None,None,None,None,None,None,None,None,None
329,None,None,None,None,None,0.60859375,0.49166666666666664,0.6046875,0.5972222222222222,0.61484375,0.6986111111111111,None,None,None,None,None,None,None,None,None
330,None,None,None,None,None,0.60859375,0.49166666666666664,0.6046875,0.5972222222222222,0.61484375,0.6986111111111111,None,None,None,None,None,None,None,None,None
331,None,None,None,None,None,0.60625,0.49166666666666664,0.603125,0.5986111111111111,0.61328125,0.6986111111111111,None,None,None,None,None,None,None,None,None
332,None,None,None,None,None,0.60625,0.49166666666666664,0.603125,0.5986111111111111,0.61328125,0.6986111111111111,None,None,None,None,None,None,None,None,None
333,None,None,None,None,None,0.60390625,0.4930555555555556,0.6015625,0.5986111111111111,0.6125,0.7,None,None,None,None,None,None,None,None,None
334,None,None,None,None,None,0.60390625,0.4930555555555556,0.6015625,0.5986111111111111,0.6125,0.7,None,None,None,None,None,None,None,None,None
335,None,None,None,None,None,0.6015625,0.4930555555555556,0.6,0.5986111111111111,0.61171875,0.7,None,None,None,None,None,None,None,None,None
336,None,None,None,None,None,0.6015625,0.4930555555555556,0.6,0.5986111111111111,0.61171875,0.7,None,None,None,None,None,None,None,None,None
337,None,None,None,None,None,0.59921875,0.4930555555555556,0.5984375,0.6,0.61015625,0.7,None,None,None,None,None,None,None,None,None
338,None,None,None,None,None,0.59921875,0.4930555555555556,0.5984375,0.6,0.61015625,0.7,None,None,None,None,None,None,None,None,None
339,None,None,None,None,None,0.596875,0.49444444444444446,0.596875,0.6,0.609375,0.7,None,None,None,None,None,None,None,None,None
340,None,None,None,None,None,0.596875,0.49444444444444446,0.596875,0.6,0.609375,0.7,None,None,None,None,None,None,None,None,None
341,None,None,None,None,None,0.59453125,0.49444444444444446,0.5953125,0.6,0.60859375,0.7,None,None,None,None,None,None,None,None,None
342,None,None,None,None,None,0.59453125,0.49444444444444446,0.5953125,0.6,0.60859375,0.7,None,None,None,None,None,None,None,None,None
343,None,None,None,None,None,0.5921875,0.49444444444444446,0.59375,0.6,0.6078125,0.7,None,None,None,None,None,None,None,None,None
344,None,None,None,None,None,0.5921875,0.49444444444444446,0.59375,0.6,0.6078125,0.7,None,None,None,None,None,None,None,None,None
345,None,None,None,None,None,0.590625,0.49583333333333335,0.5921875,0.6013888888888889,0.60625,0.7,None,None,None,None,None,None,None,None,None
346,None,None,None,None,None,0.590625,0.49583333333333335,0.5921875,0.6013888888888889,0.60625,0.7,None,None,None,None,None,None,None,None,None
347,None,None,None,None,None,0.58828125,0.49583333333333335,0.590625,0.6013888888888889,0.60546875,0.7,None,None,None,None,None,None,None,None,None
348,None,None,None,None,None,0.58828125,0.49583333333333335,0.590625,0.6013888888888889,0.60546875,0.7,None,None,None,None,None,None,None,None,None
349,None,None,None,None,None,0.5859375,0.49583333333333335,0.5890625,0.6013888888888889,0.6046875,0.7,None,None,None,None,None,None,None,None,None
350,None,None,None,None,None,0.5859375,0.49583333333333335,0.5890625,0.6013888888888889,0.6046875,0.7,None,None,None,None,None,None,None,None,None
351,None,None,None,None,None,0.58359375,0.49583333333333335,0.5875,0.6013888888888889,0.60390625,0.7,None,None,None,None,None,None,None,None,None
352,None,None,None,None,None,0.58359375,0.49583333333333335,0.5875,0.6013888888888889,0.60390625,0.7,None,None,None,None,None,None,None,None,None
353,None,None,None,None,None,0.58203125,0.49722222222222223,0.5859375,0.6013888888888889,0.603125,0.7,None,None,None,None,None,None,None,None,None
354,None,None,None,None,None,0.58203125,0.49722222222222223,0.5859375,0.6013888888888889,0.603125,0.7,None,None,None,None,None,None,None,None,None
355,None,None,None,None,None,0.5796875,0.49722222222222223,0.584375,0.6027777777777777,0.60234375,0.7,None,None,None,None,None,None,None,None,None
356,None,None,None,None,None,0.5796875,0.49722222222222223,0.584375,0.6027777777777777,0.60234375,0.7,None,None,None,None,None,None,None,None,None
357,None,None,None,None,None,0.57734375,0.49722222222222223,0.58359375,0.6027777777777777,0.60078125,0.7,None,None,None,None,None,None,None,None,None
358,None,None,None,None,None,0.57734375,0.49722222222222223,0.58359375,0.6027777777777777,0.60078125,0.7,None,None,None,None,None,None,None,None,None
359,None,None,None,None,None,0.57578125,0.49722222222222223,0.58203125,0.6027777777777777,0.6,0.7,None,None,None,None,None,None,None,None,None
360,None,None,None,None,None,0.57578125,0.49722222222222223,0.58125,0.6027777777777777,0.6,0.6986111111111111,None,None,None,None,None,None,None,None,None
361,None,None,None,None,None,0.5734375,0.49722222222222223,0.5796875,0.6027777777777777,0.5984375,0.6986111111111111,None,None,None,None,None,None,None,None,None
362,None,None,None,None,None,0.5734375,0.49722222222222223,0.5796875,0.6027777777777777,0.5984375,0.6986111111111111,None,None,None,None,None,None,None,None,None
363,None,None,None,None,None,0.57109375,0.4986111111111111,0.578125,0.6027777777777777,0.59765625,0.6986111111111111,None,None,None,None,None,None,None,None,None
364,None,None,None,None,None,0.57109375,0.4986111111111111,0.578125,0.6027777777777777,0.59765625,0.6986111111111111,None,None,None,None,None,None,None,None,None
365,None,None,None,None,None,0.56875,0.4986111111111111,0.5765625,0.6027777777777777,0.59609375,0.6986111111111111,None,None,None,None,None,None,None,None,None
366,None,None,None,None,None,0.56796875,0.4986111111111111,0.5765625,0.6027777777777777,0.59609375,0.6986111111111111,None,None,None,None,None,None,None,None,None
367,None,None,None,None,None,0.565625,0.4986111111111111,0.57421875,0.6027777777777777,0.59453125,0.6986111111111111,None,None,None,None,None,None,None,None,None
368,None,None,None,None,None,0.565625,0.4986111111111111,0.57421875,0.6027777777777777,0.59453125,0.6986111111111111,None,None,None,None,None,None,None,None,None
369,None,None,None,None,None,0.56328125,0.5,0.571875,0.6027777777777777,0.59296875,0.6972222222222222,None,None,None,None,None,None,None,None,None
370,None,None,None,None,None,0.56328125,0.5,0.571875,0.6027777777777777,0.59296875,0.6972222222222222,None,None,None,None,None,None,None,None,None
371,None,None,None,None,None,0.56015625,0.5,0.56953125,0.6027777777777777,0.59140625,0.6972222222222222,None,None,None,None,None,None,None,None,None
372,None,None,None,None,None,0.56015625,0.5,0.56953125,0.6027777777777777,0.59140625,0.6972222222222222,None,None,None,None,None,None,None,None,None
373,None,None,None,None,None,0.5578125,0.5,0.56796875,0.6027777777777777,0.590625,0.6972222222222222,None,None,None,None,None,None,None,None,None
374,None,None,None,None,None,0.5578125,0.5,0.56796875,0.6027777777777777,0.590625,0.6972222222222222,None,None,None,None,None,None,None,None,None
375,None,None,None,None,None,0.5546875,0.5,0.56484375,0.6027777777777777,0.5890625,0.6972222222222222,None,None,None,None,None,None,None,None,None
376,None,None,None,None,None,0.5546875,0.5,0.56484375,0.6027777777777777,0.5890625,0.6972222222222222,None,None,None,None,None,None,None,None,None
377,None,None,None,None,None,0.5515625,0.5,0.5625,0.6027777777777777,0.58671875,0.6972222222222222,None,None,None,None,None,None,None,None,None
378,None,None,None,None,None,0.5515625,0.5,0.5625,0.6027777777777777,0.58671875,0.6972222222222222,None,None,None,None,None,None,None,None,None
379,None,None,None,None,None,0.5484375,0.5,0.56015625,0.6027777777777777,0.58515625,0.6958333333333333,None,None,None,None,None,None,None,None,None
380,None,None,None,None,None,0.5484375,0.5,0.56015625,0.6027777777777777,0.58515625,0.6958333333333333,None,None,None,None,None,None,None,None,None
381,None,None,None,None,None,0.5453125,0.5,0.55703125,0.6027777777777777,0.5828125,0.6958333333333333,None,None,None,None,None,None,None,None,None
382,None,None,None,None,None,0.5453125,0.5,0.55703125,0.6027777777777777,0.5828125,0.6958333333333333,None,None,None,None,None,None,None,None,None
383,None,None,None,None,None,0.54140625,0.5,0.55390625,0.6027777777777777,0.58125,0.6944444444444444,None,None,None,None,None,None,None,None,None
384,None,None,None,None,None,0.54140625,0.5,0.55390625,0.6027777777777777,0.58125,0.6944444444444444,None,None,None,None,None,None,None,None,None
385,None,None,None,None,None,0.53828125,0.5,0.55078125,0.6027777777777777,0.57890625,0.6944444444444444,None,None,None,None,None,None,None,None,None
386,None,None,None,None,None,0.53828125,0.5,0.55078125,0.6027777777777777,0.57890625,0.6944444444444444,None,None,None,None,None,None,None,None,None
387,None,None,None,None,None,0.534375,0.5,0.54765625,0.6027777777777777,0.57578125,0.6930555555555555,None,None,None,None,None,None,None,None,None
388,None,None,None,None,None,0.534375,0.5,0.54765625,0.6027777777777777,0.57578125,0.6930555555555555,None,None,None,None,None,None,None,None,None
389,None,None,None,None,None,0.53046875,0.5,0.54453125,0.6027777777777777,0.5734375,0.6916666666666667,None,None,None,None,None,None,None,None,None
390,None,None,None,None,None,0.53046875,0.5,0.54453125,0.6027777777777777,0.5734375,0.6916666666666667,None,None,None,None,None,None,None,None,None
391,None,None,None,None,None,0.5265625,0.5,0.540625,0.6027777777777777,0.5703125,0.6916666666666667,None,None,None,None,None,None,None,None,None
392,None,None,None,None,None,0.5265625,0.5,0.540625,0.6027777777777777,0.5703125,0.6916666666666667,None,None,None,None,None,None,None,None,None
393,None,None,None,None,None,0.52265625,0.5,0.53671875,0.6027777777777777,0.5671875,0.6902777777777778,None,None,None,None,None,None,None,None,None
394,None,None,None,None,None,0.52265625,0.5,0.53671875,0.6027777777777777,0.5671875,0.6902777777777778,None,None,None,None,None,None,None,None,None
395,None,None,None,None,None,0.51875,0.5,0.5328125,0.6027777777777777,0.5640625,0.6888888888888889,None,None,None,None,None,None,None,None,None
396,None,None,None,None,None,0.51875,0.5,0.5328125,0.6027777777777777,0.5640625,0.6888888888888889,None,None,None,None,None,None,None,None,None
397,None,None,None,None,None,0.5140625,0.5,0.528125,0.6027777777777777,0.5609375,0.6875,None,None,None,None,None,None,None,None,None
398,None,None,None,None,None,0.5140625,0.5,0.528125,0.6027777777777777,0.5609375,0.6875,None,None,None,None,None,None,None,None,None
399,None,None,None,None,None,0.51015625,0.4986111111111111,0.5234375,0.6027777777777777,0.55703125,0.6875,None,None,None,None,None,None,None,None,None
400,None,None,None,None,None,0.51015625,0.4986111111111111,0.5234375,0.6027777777777777,0.55703125,0.6875,None,None,None,None,None,None,None,None,None
401,None,None,None,None,None,0.50546875,0.4986111111111111,0.51875,0.6027777777777777,0.55390625,0.6847222222222222,None,None,None,None,None,None,None,None,None
402,None,None,None,None,None,0.50546875,0.4986111111111111,0.51875,0.6027777777777777,0.55390625,0.6847222222222222,None,None,None,None,None,None,None,None,None
403,None,None,None,None,None,0.50078125,0.49722222222222223,0.5140625,0.6027777777777777,0.55,0.6833333333333333,None,None,None,None,None,None,None,None,None
404,None,None,None,None,None,0.50078125,0.49722222222222223,0.5140625,0.6027777777777777,0.55,0.6833333333333333,None,None,None,None,None,None,None,None,None
405,None,None,None,None,None,0.49609375,0.49722222222222223,0.50859375,0.6013888888888889,0.5453125,0.6819444444444445,None,None,None,None,None,None,None,None,None
406,None,None,None,None,None,0.49609375,0.49722222222222223,0.50859375,0.6013888888888889,0.5453125,0.6819444444444445,None,None,None,None,None,None,None,None,None
407,None,None,None,None,None,0.49140625,0.49583333333333335,0.503125,0.6013888888888889,0.540625,0.6791666666666667,None,None,None,None,None,None,None,None,None
408,None,None,None,None,None,0.49140625,0.49583333333333335,0.503125,0.6013888888888889,0.540625,0.6791666666666667,None,None,None,None,None,None,None,None,None
409,None,None,None,None,None,0.4859375,0.49583333333333335,0.496875,0.6027777777777777,0.5359375,0.6777777777777778,None,None,None,None,None,None,None,None,None
410,None,None,None,None,None,0.4859375,0.49583333333333335,0.496875,0.6027777777777777,0.5359375,0.6777777777777778,None,None,None,None,None,None,None,None,None
411,None,None,None,None,None,0.48125,0.49583333333333335,0.490625,0.6027777777777777,0.53125,0.675,None,None,None,None,None,None,None,None,None
412,None,None,None,None,None,0.48125,0.49583333333333335,0.490625,0.6027777777777777,0.53125,0.675,None,None,None,None,None,None,None,None,None
413,None,None,None,None,None,0.47578125,0.49444444444444446,0.48515625,0.6027777777777777,0.52578125,0.6736111111111112,None,None,None,None,None,None,None,None,None
414,None,None,None,None,None,0.47578125,0.49444444444444446,0.48515625,0.6027777777777777,0.52578125,0.6736111111111112,None,None,None,None,None,None,None,None,None
415,None,None,None,None,None,0.47109375,0.49444444444444446,0.47890625,0.6027777777777777,0.51953125,0.6736111111111112,None,None,None,None,None,None,None,None,None
416,None,None,None,None,None,0.47109375,0.49444444444444446,0.47890625,0.6027777777777777,0.51953125,0.6736111111111112,None,None,None,None,None,None,None,None,None
417,None,None,None,None,None,0.465625,0.49444444444444446,0.47265625,0.6027777777777777,0.51328125,0.6722222222222223,None,None,None,None,None,None,None,None,None
418,None,None,None,None,None,0.465625,0.49444444444444446,0.47265625,0.6027777777777777,0.51328125,0.6722222222222223,None,None,None,None,None,None,None,None,None
419,None,None,None,None,None,0.46015625,0.49444444444444446,0.4671875,0.6027777777777777,0.50703125,0.6722222222222223,None,None,None,None,None,None,None,None,None
420,None,None,None,None,None,0.46015625,0.49444444444444446,0.4671875,0.6027777777777777,0.50703125,0.6722222222222223,None,None,None,None,None,None,None,None,None
421,None,None,None,None,None,0.4546875,0.49444444444444446,0.4609375,0.6027777777777777,0.50078125,0.6736111111111112,None,None,None,None,None,None,None,None,None
422,None,None,None,None,None,0.4546875,0.49444444444444446,0.4609375,0.6027777777777777,0.50078125,0.6736111111111112,None,None,None,None,None,None,None,None,None
423,None,None,None,None,None,0.44921875,0.4930555555555556,0.4546875,0.6027777777777777,0.49453125,0.6736111111111112,None,None,None,None,None,None,None,None,None
424,None,None,None,None,None,0.44921875,0.4930555555555556,0.4546875,0.6027777777777777,0.49453125,0.6736111111111112,None,None,None,None,None,None,None,None,None
425,None,None,None,None,None,0.44453125,0.4930555555555556,0.4484375,0.6013888888888889,0.48828125,0.6736111111111112,None,None,None,None,None,None,None,None,None
426,None,None,None,None,None,0.44453125,0.4930555555555556,0.4484375,0.6013888888888889,0.48828125,0.6736111111111112,None,None,None,None,None,None,None,None,None
427,None,None,None,None,None,0.4390625,0.49166666666666664,0.4421875,0.6,0.48125,0.6722222222222223,None,None,None,None,None,None,None,None,None
428,None,None,None,None,None,0.4390625,0.49166666666666664,0.4421875,0.6,0.48125,0.6722222222222223,None,None,None,None,None,None,None,None,None
